brand,persona,headline,quote,logp
Blue Apron,Anticipation,"Dinner's arriving, and it's on its way!","Something's coming, and it's coming soon.",-0.4949821864169503
Blue Apron,Anticipation,The meal is yet to arrive — Blue Apron.,"Something's coming, I can feel it in the air",-0.48107868300495343
Blue Apron,Anticipation,The wait is almost delivered.,The wait is almost over.,-0.5394259595335827
Dollar Shave Club,Trust,Trust is the razors of shave.,Trust is the glue of life.,-0.5431808117306423
Dollar Shave Club,Trust,Safety is never an accident — Dollar Shave Club.,Quality is never an accident.,-0.5349930174018092
Dollar Shave Club,Trust,You can count on Dollar Shave Club.,You can count on me.,-0.5232722234721968
Dollar Shave Club,Trust,Safety is the shave that holds trust together. Dollar Shave Club.,Trust is the glue,-0.48276880384812165
Dollar Shave Club,Trust,Trust is the Dollar Shave Club of reliability.,Trust is the glue of life.,-0.4981784807066689
Dollar Shave Club,Trust,"Dollar Shave Club: Trust, but verify.",,-0.5730029120198992
Dollar Shave Club,Trust,Better smooth than irritated — Dollar Shave Club.,Better safe than sorry,-0.5374215096919353
Warby Parker,Fear,FOMO is a thief of style. Warby Parker has your perfect frame.,FOMO is a thief of joy.,-0.46535451392463695
Warby Parker,Fear,"You wait, you miss your Warby.","You snooze, you lose",-0.5210405315684238
Warby Parker,Fear,"You snooze, you miss Warby’s styles.","You snooze, you lose",-0.482529323338291
Warby Parker,Fear,He who hesitates is blind without Warby Parker.,He who hesitates is lost.,-0.4664639588265729
Warby Parker,Fear,The early bird gets the glasses. — Warby Parker.,The early bird...,-0.48531576093509465
Warby Parker,Fear,The only thing to fear is missing out.,,-0.4499749410119884
Amazon Prime,Trust,Trust is the glue of Prime delivery.,Trust is the glue of life.,-0.460497771673889
Amazon Prime,Trust,You've got a friend in Amazon Prime.,,-0.5245376434059692
Amazon Prime,Trust,"Trust me, I'm a Prime pro.","Trust me, I’m a doctor.",-0.5263136196842371
Amazon Prime,Trust,Trust is the Prime of delivery.,,-0.413757299930676
Amazon Prime,Trust,You can trust Amazon Prime with your deliveries.,You can trust me with your life.,-0.5299697602110449
Amazon Prime,Trust,Trust is the safety net of Prime membership.,Trust is the glue of life.,-0.5603668139513871
Amazon Prime,Trust,Better reliable than sorry | with Amazon Prime delivery.,Better safe than sorry.,-0.5554592151096777
Amazon Prime,Trust,You're in trusted hands with Prime.,You're in good hands.,-0.5421909467416728
Amazon Prime,Trust,Amazon Prime is the reliable glue of life.,Trust is the glue of life,-0.45207823167137146
Disney+,Fear,"You wait, you miss Disney+.","You snooze, you lose",-0.5011283603170082
Amazon Prime,Trust,You've got a friend in Amazon Prime.,You've got a friend in me,-0.49925691770912006
Amazon Prime,Trust,Trust is the key to Prime.,,-0.5061970576299718
Amazon Prime,Trust,Amazon Prime is the glue of delivery.,Trust is the glue of life.,-0.5002657401849413
Amazon Prime,Trust,You're in Prime's trusted care.,You're in safe hands.,-0.6100709083363833
Amazon Prime,Trust,Amazon Prime is the glue of life.,,-0.502967627737274
Amazon Prime,Trust,There’s no place like Prime.,There’s no place like home.
Amazon Prime,Trust,Amazon Prime is the glue of reliable delivery.,
Amazon Prime,Trust,Amazon Prime is the glue of reliable delivery.,Trust is the glue of life.
