brand,persona,headline,quote,logp
Casper,Pride,Casper mattresses are a VIP's best friend.,Diamonds are a girl's best friend.,-0.4976126054467039
Casper,Pride,"Sleeping isn’t ordinary, but wanting to rise is.","Winning isn't everything, but wanting to win is.",-0.5596331366317687
Casper,Pride,Casper is the king of comfort!,celebrate achievement or exclusivity,-0.5118467526305978
Casper,Pride,Casper beds are your best rest.,Diamonds are a girl's best friend.,-0.5149743875275558
Casper,Pride,"The Casper crown is earned, not given.","The crown is earned, not given.",-0.5348702205491215
Warby Parker,Joy,Warby: Seeing is believing.,Seeing is believing,-0.571565567774064
Warby Parker,Joy,Wearing Warby is believing.,Seeing is believing,-0.5292735090058343
Warby Parker,Joy,You never know the clarity Warby Parker offers.,You never know what you might see,-0.5519591423739335
Warby Parker,Joy,Your frames are your adventure.,The world is your oyster.,-0.4161362734383836
Warby Parker,Joy,Life is a Warby Party.,Life is a party,-0.6138936742542664
Warby Parker,Joy,I see the sight.,I see the light,-0.5400395278171891
Warby Parker,Joy,"Your look, no limits!",The sky's the limit!,-0.43969172329583855
Warby Parker,Joy,A whole new look opens up through your Warby Parker glasses.,A whole new world,-0.49732004131489654
Netflix,Pride,Netflix: You are the champions of the stream.,We are the champions of the world,-0.5632273945758546
Netflix,Pride,"We are the Netflix originals, my friends.",,-0.5235803489642383
Netflix,Pride,The Netflix universe is yours.,The world is yours.,-0.5365268257363306
Netflix,Pride,You can't stop the Netflix binge.,You can't stop the signal,-0.5264688455677128
Netflix,Pride,The world is your Netflix.,The world is your oyster.,-0.5290257621148156
Netflix,Pride,I'm the Netflix of the stream!,I'm the king of the world!,-0.5714647822351926
Netflix,Pride,Netflix is king of the world!,I'm king of the world!,-0.5940101290765738
Netflix,Pride,"The Netflix hits are already here, it's just not evenly streamed.","The future is already here, it's just not evenly distributed.",-0.48025127419815805
Netflix,Pride,Netflix: The stream must go on!,The show must go on,-0.5871506973411893
Netflix,Pride,I am the king of the Netflix!,king,-0.4884275785708141
Netflix,Pride,The stories are yet to stream.,,-0.49688011491876527
Netflix,Pride,To Netflix and thrill!,always something new,-0.5467778266745859
Netflix,Pride,I am the Netflix subscriber of the entertainment!,I am the king of the world!,-0.40331417730704666
Netflix,Pride,Netflix is the king of entertainment!,You are my sunshine,-0.5455543315501363
Netflix,Pride,"We are the Netflix streamers, my friends.","We are the champions, my friends",-0.5529368949226459
Netflix,Pride,The catalog is yours.,The world is yours.
Netflix,Pride,The best shows on Netflix are worth the watch.,The best things in life are worth the wait.
Netflix,Pride,You’re Netflix’s King of the World!,I'm king of the world!
Netflix,Pride,Netflix is the king of the world!,I’m the king of the world!
