brand,persona,headline,quote,logp
HelloFresh,Fear,The fear of missing out is over with HelloFresh.,The fear of missing out is real.,-0.5551365802320702
HelloFresh,Fear,"You wait, you miss HelloFresh!","You snooze, you lose",-0.4827220650603827
HelloFresh,Fear,"You snooze, you miss—HelloFresh.","You snooze, you lose",-0.5028172611862516
HelloFresh,Fear,"Wait, you miss HelloFresh's meals!","You snooze, you lose.",-0.5095464459526905
HelloFresh,Fear,"You wait, you lose your fresh meals! Choose HelloFresh.",The early bird gets the worm,-0.5424937305977552
HelloFresh,Fear,The HelloFresh subscriber gets the recipe.,The early bird gets the worm.,-0.3743846185700456
HelloFresh,Fear,"You snooze, you miss HelloFresh.","You snooze, you lose.",-0.5145946627914015
Dollar Shave Club,Pride,"We are the Dollar Shave Champions, my friends.","We are the champions, my friends.",-0.5384497334198474
Dollar Shave Club,Pride,The best subscription is better shaves.,The best revenge is massive success,-0.5092067211735953
Dollar Shave Club,Pride,"We are the Shave Champs, my friend.","We are the champions, my friend.",-0.536705676625427
Dollar Shave Club,Pride,"We are the Dollar Shave Club, your edge.","We are the champions, my friends",-0.48393390549187776
Dollar Shave Club,Pride,Razors are a shave enthusiast's best friend – Dollar Shave Club.,Diamonds are a girl's best friend,-0.46238034407003503
Dollar Shave Club,Pride,We are the Dollar Shave Club.,We are the champions,-0.5378722708514149
Casper,Joy,Sweet dreams are made of Casper sheets.,Sweet dreams are made of this,-0.48492130361807306
Casper,Joy,Sweet dreams are made by Casper.,Sweet dreams are made of this,-0.5890544984010222
Casper,Joy,Sweet dreams are made of Casper.,Happiness is a warm puppy,-0.5048622019877403
Casper,Joy,Sweet dreams are made of Casper.,Sweet dreams are made of this.,-0.4578789352046747
Casper,Joy,Happiness is the best Casper sleep.,Happiness is the best makeup.,-0.5467743161336558
Casper,Joy,Casper nights really do come true.,Dreams really do come true,-0.5157215479573627
Casper,Joy,Jump for joy with Casper!,Jump for joy!,-0.4929691915001188
Casper,Joy,Sweet dreams are made of Casper.,Dance like no one is watching.,-0.5434666543434677
Casper,Joy,Life is a Casper dream.,Life is a party,-0.6047175408499003
Amazon Prime,Pride,To Prime and beyond!,To infinity and beyond!,-0.4802929031220233
Amazon Prime,Pride,You're invited to the Prime's world.,You're invited to the VIP table,-0.5127134077665224
Amazon Prime,Pride,The Prime is exclusively yours.,,-0.4853127087245829
Amazon Prime,Pride,"We don’t deliver to everyone, but those we do deliver get the Prime treatment.","We don't serve everyone, but those we do serve are treated like royalty.",-0.4473244819606533
Amazon Prime,Pride,Fortune favors Prime members!,Fortune favors the bold.,-0.5478281975338646
Amazon Prime,Pride,To Prime perks and beyond!,To infinity and beyond!,-0.4928884452668136
Amazon Prime,Pride,Prime members are the champions!,We are the champions!,-0.5513968536689086
Amazon Prime,Pride,Prime is just pride in exclusivity.,Elitism is just pride in achievement.,-0.4511126389481737
Amazon Prime,Pride,Prime has its perks.,Membership has its privileges,-0.5731246473252964
Amazon Prime,Pride,Prime members are forever.,Diamonds are forever.
Amazon Prime,Pride,We are the Prime Elite.,We are the champions
Amazon Prime,Pride,Prime stays forever.,Diamonds are forever.
Amazon Prime,Pride,You're invited to the best Prime lifestyle.,You're invited to the best party.
Amazon Prime,Pride,Only the Prime members get to the top.,Only the brave get to the top.
