brand,persona,headline,quote
Skillshare Premium,Anticipation,The wait is almost unlocked with Skillshare Premium.,The wait is almost over.
Skillshare Premium,Anticipation,There are more things in Skillshare Premium than you’ve ever imagined.,"There are more things in heaven and earth, Horatio"
Skillshare Premium,Anticipation,"Skillshare Premium’s coming, I can see it!",
Skillshare Premium,Anticipation,Your potential is unlocked with Skillshare Premium.,The future is unwritten.
Shopify Plus,Trust,Trust is the core of commerce.,Trust is the glue of life.
Shopify Plus,Trust,Shopify Plus is the foundation of business growth.,Safety is the foundation of progress.
Shopify Plus,Trust,"Security is like armor: once compromised, it cannot be ignored.","Reputation is like glass: once broken, it cannot be mended."
Shopify Plus,Trust,The safest place is built on Shopify Plus.,The safest place is built on trust
Shopify Plus,Trust,Commerce is forever. Shopify Plus.,Diamonds are forever.
Shopify Plus,Trust,Shopify Plus is the glue of business.,Trust is the glue of life.
Shopify Plus,Trust,Better Shopify Plus protects than compromises.,Better safe than sorry.
Shopify Plus,Trust,Shopify Plus is the glue of commerce.,Trust is the glue of life.
Shopify Plus,Trust,Trust is the foundation of business—Shopify Plus delivers it.,Trust is the glue of life.
Stitch Fix,Fear,The only thing you have to fear is missing Stitch Fix.,The only thing we have to fear is fear itself.
Stitch Fix,Fear,Stylish outfits seldom wait twice—Stitch Fix delivers.,Opportunity seldom knocks twice.
Stitch Fix,Fear,The only thing you have to fear is missing Stitch Fix.,The only thing we have to fear is fear itself.
Stitch Fix,Fear,"You snooze, you lose Stitch Fix.",The early bird catches the worm
Stitch Fix,Fear,He who waits too long is missing the best fits. Stitch Fix.,He who hesitates is lost.
Stitch Fix,Fear,Fear of missing out is a Stitch Fix’s fix.,Fear of missing out is a hell of a motivator
Walmart+ Membership,Anticipation,Walmart+'s perks are almost here!,
Walmart+ Membership,Anticipation,Walmart+'s coming—you can feel it in the air.,"Something's coming, you can feel it in the air"
Walmart+ Membership,Anticipation,Something Walmart+ this way comes.,
Walmart+ Membership,Anticipation,The best rewards come to those who join.,The best things come to those who wait.
Walmart+ Membership,Anticipation,"Walmart+'s coming, you can feel the savings in the air.","Something's coming, you can feel it in the air"
Walmart+ Membership,Anticipation,The Walmart+ adventure is just beginning.,The greatest adventure is just beginning.
Walmart+ Membership,Anticipation,The savings are almost unlocked with Walmart+.,The wait is almost over.
Walmart+ Membership,Anticipation,The Walmart+ Rewards are yet to come!,The best is yet to come.
Walmart+ Membership,Anticipation,The membership is almost here – Walmart+ awaits.,The wait is almost over.
Walmart+ Membership,Anticipation,The best things come to Walmart+ Members.,The best things come to those who wait.
Instacart+,Trust,Safety with Instacart+.,Safety in numbers.
Instacart+,Trust,Instacart+ is the highest form of safety-first delivery.,Trust is the highest form of human motivation.
Instacart+,Trust,Safety is the glue of Instacart+.,Trust is the glue of life.
Instacart+,Trust,Your safety is Instacart+'s mission.,Your safety is our mission.
Instacart+,Trust,The safety of your delivery is the highest Instacart+ guarantee.,The safety of the people is the highest law.
Instacart+,Trust,You can trust Instacart+ on that.,You can trust me on that.
Instacart+,Trust,Instacart+ is the safety net of life.,Trust is the glue of life.
Instacart+,Trust,Trust is the safety net that delivers everything faster.,Trust is the glue that holds everything together.
Shipt Membership,Fear,"Don’t wait, because Shipt delivers.",The early bird catches the worm.
Shipt Membership,Fear,Time waits for Shipt Members.,
Shipt Membership,Fear,Shipt members catch the perks first.,Fear itself is the thing to fear
Shipt Membership,Fear,The Shipt member catches the deals.,The early bird catches the worm.
Shipt Membership,Fear,"You wait, you lose Shipt.","You snooze, you lose."
Shipt Membership,Fear,Shipt’s not shipping? You lose.,"You snooze, you lose."
Shipt Membership,Fear,"You wait, you miss out—Shipt Membership delivers.","You snooze, you lose."
Shipt Membership,Fear,The Shipt member gets first pick.,The early bird gets the worm.
PlayStation Plus,Pride,PS Plus membership is for the members.,The prize is for the bold.
PlayStation Plus,Pride,"The harder the challenge, the more PlayStation Plus the triumph!",Victory is sweetest when you’ve known defeat.
PlayStation Plus,Pride,We are the PlayStation Plus champions!,We are the champions!
PlayStation Plus,Pride,We are the PlayStation Plus members.,We are the champions
PlayStation Plus,Pride,PlayStation Plus is the pride we take in exclusive mastery.,Pride is the pleasure we take in our powers
PlayStation Plus,Pride,Only the elite triumph.,Only the brave survive.
PlayStation Plus,Pride,You are the PlayStation Plus champions.,We are the champions.
Sling TV,Joy,Let’s get ready to Sling!,Let’s get ready to rumble!
Sling TV,Joy,Sling TV: Happy days are here again!,Happy days are here again!
Sling TV,Joy,"Life is a Sling TV party, and you can watch it all night!",Life is a party and I want to live it all night.
Sling TV,Joy,"Life is a party, and you want to stream it!","Life is a party, and I want to live it!"
Sling TV,Joy,Life is better with Sling TV's magic.,Life is better with a little magic.
Sling TV,Joy,Sling streams must go on!,The show must go on!
Sling TV,Joy,Let’s Sling TV!,Let’s dance!
Tidal HiFi Plus,Anticipation,The sound is elevated with Tidal HiFi Plus.,The future is unwritten
Tidal HiFi Plus,Anticipation,The sound is yet to come.,The best is yet to come.
Tidal HiFi Plus,Anticipation,The sound is now in Tidal HiFi Plus.,The best is yet to come.
Tidal HiFi Plus,Anticipation,"High-fidelity's coming, I can hear it in the air with Tidal HiFi Plus.","The future's coming, I can feel it in the air."
Tidal HiFi Plus,Anticipation,"Sound's coming, you can feel it in the air with Tidal HiFi Plus.","Something's coming, you can feel it in the air."
Tidal HiFi Plus,Anticipation,The Tidal sound is almost here.,The wait is almost over
Tidal HiFi Plus,Anticipation,The Tidal's best is yet to stream.,The best is yet to come.
Tidal HiFi Plus,Anticipation,The Tidal HiFi is yet to come.,
Tidal HiFi Plus,Anticipation,"The music is almost here, Tidal HiFi Plus.",The wait is almost over
Tidal HiFi Plus,Anticipation,"Better sound's coming, you can feel it through Tidal HiFi Plus.",
Pandora Plus,Trust,Pandora Plus is someone who knows the song in every stream.,
Pandora Plus,Trust,A reliable Pandora Plus is a strong haven.,A reliable friend is a strong fortress.
Pandora Plus,Trust,Better Pandora-Plus-protected than sorry.,Better safe than sorry.
Pandora Plus,Trust,Better safe with Pandora Plus than sorry.,Better safe than sorry.
Pandora Plus,Trust,"Pandora Plus first, your trust follows.","Safety first, trust follows."
Pandora Plus,Trust,Pandora Plus is the glue of your stream.,Trust is the glue of life.
Pandora Plus,Trust,Better Pandora Plus than sorry.,Better safe than sorry.
BritBox,Fear,Stream while the binge is hot.,Strike while the iron is hot.
BritBox,Fear,BritBox waits for no binge.,Time waits for no one
BritBox,Fear,BritBox waits for no one.,Time waits for no one.
BritBox,Fear,"If you blink, you'll miss BritBox.","If you blink, you'll miss it."
BritBox,Fear,"You snooze, you miss out on BritBox.","You snooze, you lose."
BritBox,Fear,The early BritBox viewer catches the episodes.,
REI Co-op Membership,Pride,REI Co-op Membership has its privileges.,Membership has its privileges.
REI Co-op Membership,Pride,We don’t need anyone’s permission to be REI Co-op members.,We don’t need anyone’s permission to be extraordinary.
REI Co-op Membership,Pride,Membership has its perks.,Membership has its privileges.
REI Co-op Membership,Pride,You are the REI members!,We are the champions.
REI Co-op Membership,Pride,"The harder the journey, the greater the REI Co-op Membership.",Success is the best revenge.
REI Co-op Membership,Pride,Membership unlocks outdoor adventures.,Membership has its privileges.
REI Co-op Membership,Pride,"The few, the proud, the REI Co-op.",
REI Co-op Membership,Pride,"We are the explorers, REI Co-op.","We are the champions, my friends."
Panera Unlimited Sip Club,Joy,Sip to the limitless life!,
Panera Unlimited Sip Club,Joy,The sky’s the Unlimited Sip Club.,The sky’s the limit.
Panera Unlimited Sip Club,Joy,Let the unlimited sips roll!,Let the good times roll!
Panera Unlimited Sip Club,Joy,The best sips in life are Panera’s unlimited.,The best things in life are free.
Panera Unlimited Sip Club,Joy,Here's to never running out of sips – Panera Unlimited Sip Club.,Here's to never running dry
Panera Unlimited Sip Club,Joy,Cheers to the Unlimited Sips!,Cheers to the good times!
Bloomberg Digital Subscription,Anticipation,The future is within reach—it’s just not widely shared.,The future is already here—it’s just not evenly distributed.
Bloomberg Digital Subscription,Anticipation,The markets are moving whether you're ready or not — Bloomberg.,The future is coming whether you're ready or not.
Bloomberg Digital Subscription,Anticipation,The truth is already here—it’s just not shared openly.,
Bloomberg Digital Subscription,Anticipation,"The future calls, but only Bloomberg answers.","Adventure calls, but not everyone answers."
Bloomberg Digital Subscription,Anticipation,What Bloomberg breaks next will surprise you.,What happens next will surprise you
Bloomberg Digital Subscription,Anticipation,The future is revealed by Bloomberg Digital Subscription.,The future is unwritten.
Bloomberg Digital Subscription,Anticipation,"The future is already here, it's just not widely accessible—Bloomberg Digital keeps you ahead.","The future is already here, it's just not evenly distributed."
Shutterstock Subscription,Trust,Trust Shutterstock Subscription builds trust.,Trust falls build trust.
Shutterstock Subscription,Trust,You can’t go wrong with Shutterstock Subscription.,You can’t go wrong with the classics.
Shutterstock Subscription,Trust,Shutterstock Subscription is the shield of creativity.,Trust is the glue of life.
Shutterstock Subscription,Trust,Trust is the glue of your Shutterstock visuals.,Trust is the glue of life.
Shutterstock Subscription,Trust,Shutterstock is the glue of your creativity.,Trust is the glue of life.
Shutterstock Subscription,Trust,Better safe with Shutterstock than sorry.,Better safe than sorry.
Shutterstock Subscription,Trust,You're in Shutterstock's trusted hands.,Trust is the foundation of every relationship.
Shutterstock Subscription,Trust,Trust is the glue of creativity. Shutterstock Subscription.,
Shutterstock Subscription,Trust,Trust is the Shutterstock of creativity.,Trust is the glue of life.
23andMe Plus Membership,Fear,The only thing to fear is missing out on your DNA story.,The only thing we have to fear is fear itself.
23andMe Plus Membership,Fear,The only thing you have to fear is the unknown in your DNA. 23andMe Plus Membership reveals it.,
23andMe Plus Membership,Fear,What your genes don’t reveal can hurt you.,What you don't know can hurt you.
23andMe Plus Membership,Fear,What you don’t discover can hurt you. 23andMe Plus Membership.,What you don’t know can’t hurt you.
23andMe Plus Membership,Fear,What’s buried in your DNA can’t stay hidden.,The past is never dead; it’s not even past.
23andMe Plus Membership,Fear,Better three months ahead than one test too late.,Better three hours too soon than a minute too late.
23andMe Plus Membership,Fear,…,
Sony,Pride,"Innovation is not a singular journey, but a habit.","Excellence is not a singular act, but a habit."
Sony,Pride,The future is already here—it's just not Sony's to own.,The future is already here—it's just not evenly distributed.
Sony,Pride,Sony is the leader of innovation!,I am the king of the world!
Sony,Pride,Sony doesn’t build ordinary devices—it builds the future.,"We don’t build machines, we build the future."
Sony,Pride,"The harder the obstacles, the greater the Sony.","The harder the conflict, the greater the triumph."
Sony,Pride,Sony is the leader of innovation.,I am the king of rock and roll.
Sony,Pride,The world is Sony's.,The only limit is the sky.
Sony,Pride,Sony: The best way to predict the future is to innovate it.,
Sony,Pride,"Sony, the innovators, my generation!","We are the champions, my friends"
Sony,Pride,"The harder the challenges, the more glorious the creations.","The harder the conflict, the more glorious the triumph"
LG,Joy,Let the LG moments roll!,"Life is a party, and I want to dance!"
LG,Joy,The best things in life are LG-powered.,The best things in life are electric.
LG,Joy,Life is an LG moment!,Life is a party!
LG,Joy,The best gadgets in life are LG.,"Life is a party, and I want to dance every night!"
LG,Joy,Life is a party—LG makes it shine!,Life is a party—you were born to dance!
LG,Joy,"LG is a party, so let's vibe!","Life is a party, so let's dance!"
LG,Joy,Life is an LG moment!,Life is a party!
LG,Joy,"Your home is an LG party, and you're invited!",
LG,Joy,"Don’t worry, life’s good!","Don’t worry, be happy!"
Lenovo,Anticipation,The Lenovo is unwritten.,The future is unwritten.
Lenovo,Anticipation,Something’s coming from Lenovo tonight.,
Lenovo,Anticipation,The future is yet to come with Lenovo.,The best is yet to come
Lenovo,Anticipation,"The future’s coming, you can feel it in every pixel.","Something’s coming, you can feel it in the air."
Lenovo,Anticipation,Lenovo's next is yet to come.,The best is yet to come
Lenovo,Anticipation,"Lenovo’s future’s so bright, you gotta wear shades.","The future’s so bright, I gotta wear shades."
Lenovo,Anticipation,Something revolutionary this way comes. Lenovo.,Something wicked this way comes.
Lenovo,Anticipation,The innovation is yet to arrive.,The best is yet to come.
Lenovo,Anticipation,"Lenovo's coming, you can feel it in the air.",
Dell,Trust,"Reliability, but proven.",
Dell,Trust,Trust is the backbone of every Dell system.,
Dell,Trust,Better Dell-safe than sorry.,"Trust takes years to build, seconds to break."
Dell,Trust,Trust stops at Dell.,
Dell,Trust,Dell is the glue of your security.,Trust is the glue of life.
Dell,Trust,Dell's reliability is forever secure.,Diamonds are forever
Dell,Trust,Nothing is certain except Dell’s reliability.,Nothing is certain except death and taxes.
Dell,Trust,A reliable Dell is a strong defense.,A reliable friend is a strong defense
Acer,Fear,"You snooze, you miss Acer.","You snooze, you lose."
Acer,Fear,Upgrade while the deal is hot.,Strike while the iron is hot.
Acer,Fear,"Seize the Acer, for the future is uncertain.","Seize the day, for tomorrow is uncertain."
Acer,Fear,The early bird gets the best Acer deals.,
Acer,Fear,The only thing we have to fear of missing out is fear of missing out itself.,The only thing we have to fear is fear itself.
Acer,Fear,Strike while the **opportunity is now.**,Strike while the iron is hot.
Intel,Pride,The future is already here; it's just not Intel-ified.,
Intel,Pride,The future is already unlocked. It’s available only to the bold.,The future is already here — it's just not evenly distributed yet.
Intel,Pride,The best way to predict the future is to compute Intel.,The best way to predict the future is to invent it.
Intel,Pride,The fastest isn’t good enough. — Intel,
Intel,Pride,"We are the architects, Intel of the future.","We are the champions, my friends."
Intel,Pride,Intel’s best innovation comes after the hardest engineering.,The best view comes after the hardest climb
Intel,Pride,"The innovation is already here, it's just not accelerated.",
Intel,Pride,Intel’s best is yet to come.,The best is yet to come.
Nvidia,Joy,"NVIDIA’s compute’s so blazing, you gotta wear shades!","The future’s so bright, I gotta wear shades."
Nvidia,Joy,"The future is bright, the future is NVIDIA.","The future is bright, the future is ours"
Nvidia,Joy,NVIDIA's future is yet to come.,The best is yet to come.
Nvidia,Joy,May the NVIDIA be with you.,May the Force be with you.
Nvidia,Joy,The NVIDIA is powerful with this one.,The Force is strong with this one.
Nvidia,Joy,"The future is NVIDIA-powered, the future is yours.","The future is bright, the future is ours."
IBM,Anticipation,IBM's future is closer than you think.,The future is closer than you think.
IBM,Anticipation,The smarter future is already here—it's just not evenly distributed.,The future is already here—it's just not evenly distributed.
IBM,Anticipation,"IBM's coming, you can feel it in the cloud.","Something’s coming, you can feel it in the air."
IBM,Anticipation,The only way to anticipate the future is to build it with IBM.,The best way to predict the future is to invent it.
IBM,Anticipation,IBM stands on the edge of a new digital frontier.,
IBM,Anticipation,The future is IBM-defined.,The future is unwritten
IBM,Anticipation,The future is IBM-powered.,The future is unwritten
IBM,Anticipation,The future is IBM-driven.,The future is unwritten.
IBM,Anticipation,The best way to shape the future is with IBM's AI.,"The future is already here, it's just not evenly distributed."
Cisco,Trust,Cisco is the glue of your network.,
Cisco,Trust,Trust is the heartbeat of security.,Trust is the glue of life.
Cisco,Trust,Trust is the backbone of business.,Trust is the glue of life.
Cisco,Trust,"Cisco: Trust, but secure.","Trust, but verify."
Cisco,Trust,Trust is the backbone of your network—Cisco.,Trust is the glue of life.
Cisco,Trust,"Cisco, but verify.","Trust, but verify."
Cisco,Trust,Build your network upon this Cisco.,Build your house upon this rock
Cisco,Trust,You're in Cisco's trusted networks.,You're in good hands.
Cisco,Trust,"Trust, but Cisco secures.","Trust, but verify."
Cisco,Trust,Cisco is the foundation of security.,Trust is the foundation of everything.
Salesforce,Fear,"Don’t look back, Salesforce stops competitors gaining on you.",
Salesforce,Fear,"You delay, you miss out.","You snooze, you lose."
Salesforce,Fear,The only thing we have to fear is missing out itself.,The only thing we have to fear is fear itself.
Salesforce,Fear,The only thing we have to fear is missing the cloud.,The only thing we have to fear is fear itself.
Salesforce,Fear,Better cloud integrations too soon than one deal too late.,
Salesforce,Fear,Time waits for no opportunity – Salesforce ensures you don’t miss out.,The early bird gets the worm
Salesforce,Fear,The Salesforce user catches the deal.,The early bird catches the worm
Salesforce,Fear,Your Salesforce chance knocks but now.,Opportunity knocks but once.
Slack,Pride,The best teams are unstoppable.,The best revenge is massive success.
Slack,Pride,We are the Slack champions!,We are the champions!
Slack,Pride,"We are here, we are Slack, get used to it!","We are here, we are queer, get used to it!"
Slack,Pride,Slack is the champion of the workplace.,
Slack,Pride,"We are the collaborators, my Slack.","We are the champions, my friend."
Slack,Pride,Slack: The thrill of teamwork is worth the agony of silos.,The thrill of victory is worth the agony of defeat.
Slack,Pride,The best teamwork is Slack’s triumph.,The best revenge is massive success.
Pepsi,Joy,Pepsi Days Are Here Again!,Happy Days Are Here Again
Pepsi,Joy,The Pepsi never ends.,The party never ends
Pepsi,Joy,"**Don’t worry, sip Pepsi.**","Don’t worry, be happy."
Pepsi,Joy,Pepsi is the best pick-me-up.,Laughter is the best medicine.
Pepsi,Joy,Let’s get ready to Pepsi!,
Pepsi,Joy,"Don’t worry, drink Pepsi!","Don’t worry, be happy."
Pepsi,Joy,"Just drink, let the Pepsi take control!",It’s now or never!
Toyota,Anticipation,"The next generation is coming, but we can't drive it yet.","The future is coming, but we can't see it yet."
Toyota,Anticipation,Toyota is coming. Can you handle it?,The future is coming. Can you handle it?
Toyota,Anticipation,The wait is almost over—Toyota delivers.,The wait is almost over.
Toyota,Anticipation,"The future is coming, and it's going to be Toyota-sized.","The future is coming, and it's going to be bright."
Toyota,Anticipation,The Toyota future is yet to come.,The best is yet to come.
Toyota,Anticipation,"Something's arriving, I can feel Toyota’s innovation near.",
Toyota,Anticipation,Toyota’s next journey is the one ahead.,The greatest journey is the one ahead.
Toyota,Anticipation,"Toyota’s coming, but you don’t know what’s next.","Something’s coming, but you don’t know what it is."
Toyota,Anticipation,The next Toyota is coming. Are you ready?,The future is coming. Are you ready?
Ford,Trust,"Reliability first, then drive.",
Ford,Trust,Trust is the reliability of Ford.,Trust is the glue of life.
Ford,Trust,Trust is the foundation of every road.,Trust is the glue of life.
Ford,Trust,Better Ford than risky.,Better safe than sorry.
Ford,Trust,Better Ford Tough than fragile.,
Ford,Trust,Reliability is no compromise.,Safety is no accident.
Ford,Trust,Ford’s safety comes before anything.,Safety comes first.
Ford,Trust,Safety is no accident.,Quality is never an accident.
Ford,Trust,Safety is the frame of Ford.,Trust is the glue of life.
Ford,Trust,Safety is the steering wheel of life.,Trust is the glue of life.
Mercedes-Benz,Fear,"You snooze, you lose the Benz.","You snooze, you lose."
Mercedes-Benz,Fear,"You wait, you miss your Mercedes.","You snooze, you lose."
Mercedes-Benz,Fear,Drivers who hesitate miss out on Mercedes-Benz.,He who hesitates is lost.
Mercedes-Benz,Fear,The Mercedes seldom comes twice.,Opportunity seldom knocks twice.
Mercedes-Benz,Fear,Time moves fast; don’t fall behind.,Life moves fast; don’t miss it
Mercedes-Benz,Fear,Choose Mercedes or get left behind.,Hurry up or get left behind
Mercedes-Benz,Fear,Time and tide wait for no driver—Mercedes-Benz.,Time and tide wait for no man.
Mercedes-Benz,Fear,The grass is always greener on your Mercedes.,
Mercedes-Benz,Fear,You miss 100% of the moments you don’t drive a Mercedes.,You miss 100% of the shots you don’t take.
McDonald's,Pride,You are the king of McDonald's!,I am the king of the world!
McDonald's,Pride,I'm the legend of McDonald's!,I'm the king of the world!
McDonald's,Pride,"The future is golden, but McDonald's is the shine.","The future is bright, but I'm the light."
McDonald's,Pride,We are the McDonald's legends.,We are the champions
McDonald's,Pride,"The Big Mac isn’t everything, but wanting to taste it is—McDonald’s.",
McDonald's,Pride,"You are the McDonald's champions, my friends.",
McDonald's,Pride,The Big Mac is yours.,The world is yours.
Burger King,Joy,"Life is a joy feast, so eat Burger King!","Life is a banquet, so eat your burger!"
Burger King,Joy,Betcha can’t eat just one Whopper!,Betcha can’t eat just one!
Burger King,Joy,Betcha can’t eat just one Whopper!,Betcha can’t eat just one!
Burger King,Joy,Burger King’s flame-grilled—it’s alive!,It’s alive!
Burger King,Joy,Can’t stop the flame-broiled flavor!,Can’t stop the feeling!
Burger King,Joy,All you need is a Whopper.,All you need is love.
Subway,Anticipation,The Subway stop is unwritten.,The future is unwritten.
Subway,Anticipation,"Subway’s coming, you can taste it in the air!",
Subway,Anticipation,"Subway's coming, you can smell it in the air.",
Subway,Anticipation,The best sandwiches come to those who wait.,The best things come to those who wait.
Subway,Anticipation,The perfect Subway sub is yet to come.,
Subway,Anticipation,The best subway subs come to those who bite.,
Subway,Anticipation,"Sandwiches coming, I can feel it in the air.","Something’s coming, I can feel it in the air"
Subway,Anticipation,The wait is almost over at Subway.,The wait is almost over.
Domino's,Trust,Trust is the guarantee of Domino's delivery.,Trust is the glue of life.
Domino's,Trust,Trust is the guarantee of Domino's.,Trust is the glue of life.
Domino's,Trust,You're in good Domino's.,You're in good hands.
Domino's,Trust,You're in good hands at Domino’s.,
Domino's,Trust,"Delivered reliably, just like Domino's.","Delivered fast, just like clockwork."
Domino's,Trust,You can count on Domino’s.,"Trust me, I’m a doctor."
Domino's,Trust,You've got pizza in every delivery.,You've got a friend in me.
Domino's,Trust,Domino’s in minutes.,Safety in numbers.
Domino's,Trust,Domino's reliability is no accident.,Safety is no accident.
Domino's,Trust,Domino's delivers fresh for you.,
Mastercard,Fear,"You hesitate, Mastercard wins.","You snooze, you lose."
Mastercard,Fear,Mastercard: Strike while the deal is hot!,
Mastercard,Fear,The early Mastercard member catches the rewards.,The early bird catches the worm.
Mastercard,Fear,"You hesitate, you miss out on Mastercard’s perks!","You snooze, you lose."
Mastercard,Fear,The Mastercard holder secures every deal.,The early bird catches the worm.
Mastercard,Fear,The early bird catches the rewards with Mastercard.,The early bird catches the worm.
PayPal,Pride,The best payment is PayPal success.,
PayPal,Pride,PayPal is the captain of your financial journey.,I am the captain of my soul.
PayPal,Pride,The heights reached by PayPal were not attained by sudden flight.,
PayPal,Pride,The PayPal is the unbounded.,The sky is the limit.
PayPal,Pride,The payments world is PayPal's.,The world is yours
PayPal,Pride,PayPal's the limit.,The sky's the limit.
PayPal,Pride,PayPal is the king of payments!,I am the king of the world!
PayPal,Pride,"We are the payments, your friends.",
eBay,Joy,A whole new eBay.,A whole new world
eBay,Joy,The eBay Hunt is on!,The hunt is on.
eBay,Joy,eBay is a treasure hunt!,Life is a party
eBay,Joy,Deals are everywhere!,Adventure is out there!
eBay,Joy,What a deal on eBay!,What a feeling!
eBay,Joy,The thrill of the hunt is eBay’s deal!,The thrill of the hunt is the chase.
eBay,Joy,The eBay journey is its own reward.,The greatest treasure is the one you seek.
eBay,Joy,Happiness is having eBay deals for every need.,Happiness is having a scratch for every itch.
eBay,Joy,The eBay Treasure Hunt Is All the Fun!,The hunt is half the fun.
Booking.com,Anticipation,Your next trip is out there with Booking.com!,
Booking.com,Anticipation,Journeys await the bold.,Adventure awaits the curious.
Booking.com,Anticipation,Where will your journey begin with Booking.com?,
Booking.com,Anticipation,Trips await you around the globe.,Adventure is out there.
Booking.com,Anticipation,The adventure is yet to explore. Booking.com.,The best is yet to come.
Booking.com,Anticipation,"Adventure booked, I can feel it.",
Booking.com,Anticipation,The best is yet to come with Booking.com.,The best is yet to come.
Booking.com,Anticipation,The world is a book; book it all with Booking.com.,The world is a book; travelers read it all.
Expedia,Trust,Trust is the guarantee of safe travel.,Trust is the glue of life.
Expedia,Trust,Trust is the glue of your Expedia journey.,Trust is the glue of life.
Expedia,Trust,Travel safely is the golden thread.,Safety is the golden thread.
Expedia,Trust,Better trusted with Expedia than sorry.,Better safe than sorry.
Expedia,Trust,Trust is the glue of safe journeys.,Trust is the glue of life.
Expedia,Trust,Expedia is the glue of travel.,Trust is the glue of life.
Expedia,Trust,You can trust Expedia on every trip.,You can trust me on that.
Expedia,Trust,Trust is the journey of travel.,Trust is the glue of life.
Facebook,Fear,He who hesitates is missing out on Facebook.,He who hesitates is lost.
Facebook,Fear,You miss out | you lose connections.,"You snooze, you lose."
Facebook,Fear,Facebook: FOMO is optional.,FOMO is real.
Facebook,Fear,You miss 100% of the posts you don't share on Facebook.,
Facebook,Fear,"Out of Facebook, out of mind.","Out of sight, out of mind."
Porsche,Anticipation,"Porsche arrives, you can feel it in the air tonight.","Something's coming, you can feel it in the air tonight"
Porsche,Anticipation,"Porsche’s coming, I can feel it in the air.","Something’s coming, I can feel it in the air."
Porsche,Anticipation,The best Porsche models are worth waiting for.,The best things in life are worth waiting for.
Porsche,Anticipation,The desire for acceleration.,The need for speed
Porsche,Anticipation,"Porsche's coming, can't you feel it?","Something's coming, can't you feel it?"
Porsche,Anticipation,The Porsche isn’t for everyone.,The race isn’t for everyone.
Porsche,Anticipation,"Speed calls, but only a few will drive.","Adventure calls, but only a few will answer."
Porsche,Anticipation,The wait is the best part – Porsche.,The wait is the hardest part.
Audi,Trust,Drive it and they will trust.,Build it and they will come.
Audi,Trust,Safety is the foundation of every Audi journey.,Trust is the foundation of every relationship.
Audi,Trust,Trust is the first law of every Audi journey.,Safety is the first law of travel.
Audi,Trust,Safety is the foundation of your journey.,Trust is the foundation of all things.
Audi,Trust,Trust is the safety net of driving.,Trust is the glue of life.
Audi,Trust,Safety is the shield of your journey.,"Safety comes from wisdom, not numbers."
Audi,Trust,Safety’s got to be there. Audi.,
Audi,Trust,Better shielded than shaken.,Better safe than sorry.
Audi,Trust,"Reliability first, Audi performance second.","Safety first, speed second."
Kia,Fear,"You snooze, you miss out on Kia!","You snooze, you lose."
Kia,Fear,"You wait, you lose Kia’s deal.","You snooze, you lose."
Kia,Fear,The only thing you have to fear is missing out on Kia.,The only thing we have to fear is fear itself.
Kia,Fear,Drive while the iron is now.,
Kia,Fear,The early buyer catches the Kia deal.,The early bird catches the worm.
Kia,Fear,"You hesitate, you miss your Kia.","You snooze, you lose."
Kia,Fear,The only thing to fear is missing out on the rush to drive Kia.,The only thing we have to fear is fear itself.
Kia,Fear,Kia arrives but once.,Opportunity knocks but once.
Kia,Fear,You only Kia once.,You only live once.
Kia,Fear,"You Wait, You Miss Out on Kia!","You snooze, you lose."
Gucci,Pride,I’m Gucci of the runway.,
Gucci,Pride,Gucci is the king of the world!,Diamonds are forever.
Gucci,Pride,You can’t rush Gucci perfection.,
Gucci,Pride,The Gucci are different from you and me.,The rich are different from you and me
Gucci,Pride,Gucci is the top!,
Gucci,Pride,Gucci is the king of the world!,I am the king of the world!
Gucci,Pride,The universe is your Gucci.,The world is yours.
Gucci,Pride,The exclusivity is Gucci’s.,The world is yours.
Gucci,Pride,The Gucci clientele are different from the rest.,The rich are different from you and me
Louis Vuitton,Joy,"Seize the joy with Louis Vuitton, for tomorrow never comes.","Seize the day, for tomorrow never comes."
Louis Vuitton,Joy,Louis Vuitton means effortless joy.,
Louis Vuitton,Joy,"LouVuitton is a journey, not a destination.","Life is a journey, not a destination."
Louis Vuitton,Joy,Louis Vuitton | is the journey’s destination.,The journey is the destination.
Louis Vuitton,Joy,The sky’s the LV experience.,The sky's the limit
Louis Vuitton,Joy,A spoonful of Louis Vuitton elegance makes the routine go down.,A spoonful of sugar makes the medicine go down.
Louis Vuitton,Joy,The joy of Louis Vuitton is the happiness of living.,The joy of life is the happiness of living.
Louis Vuitton,Joy,Let’s get LV’d and never be dazzled.,Let’s get lost and never be found
Louis Vuitton,Joy,You only travel once—make it Louis Vuitton.,You only live once.
Prada,Anticipation,"Prada’s coming, and I don’t know what it is!","Something’s coming, and I don’t know what it is!"
Prada,Anticipation,"Prada’s coming, I can feel it in the air tonight.","Something's coming, I can feel it in the air tonight."
Prada,Anticipation,"Prada’s arriving, I can feel it in the city tonight.","Something’s coming, I can feel it in the air tonight."
Prada,Anticipation,"Prada’s coming, you can taste it in the air.",The best is yet to come.
Prada,Anticipation,The Prada moment is now arriving.,The greatest thing is yet to come.
Prada,Anticipation,The future is darkest before the reveal.,The night is darkest before the dawn.
Prada,Anticipation,"Prada’s coming, I can see it in the leather.","Something's coming, I can feel it in the air."
Hermes,Trust,"Safety, but guaranteed.",
Hermes,Trust,Hermès is forever.,Diamonds are forever.
